Datetime,Random Normal,type,A_Feed_S1,D_Feed_S2,E_Feed_S3,Total_Feed_S4,Recycle_Flow_S8,Reactor_Feed_Rate_S6,Reactor_Pressure,Reactor_Level,Reactor_Temperature,Purge_Rate_S9,Product_Sep_Temp,Product_Sep_Level,Prod_Sep_Pressure,Prod_Sep_Underflow_S10,Stripper_Level,Stripper_Pressure,Stripper_Underflow_S11,Stripper_Temp,Stripper_Steam_Flow,Compressor_Work,Reactor_Cooling_Water_Outlet_Temp,Separator_Cooling_Water_Outlet_Temp,D_Feed_Flow_Stream_2,E_Feed_Flow_Stream_3,A_Feed_Flow_Stream_1,Total_Feed_Flow_Stream_4,Compressor_Recycle_Valve,Purge_Valve_Stream_9,Separator_Pot_Liquid_Flow_Stream_10,Stripper_Liquid_Product_Flow_Stream_11,Stripper_Steam_Valve,Reactor_Cooling_Water_Flow,Condensor_Cooling_Water_Flow,Composition_A_S6,Composition_B_S6,Composition_C_S6,Composition_D_S6,Composition_E_S6,Composition_F_S6,Composition_A_S9,Composition_B_S9,Composition_C_S9,Composition_D_S9,Composition_E_S9,Composition_F_S9,Composition_G_S9,Composition_H_S9,Composition_D_S11,Composition_E_S11,Composition_F_S11,Composition_G_S11,Composition_H_S11
2020-10-13 10:40 AM,-2.006401255,historic,0.2559,3717.9,4541.3,9.243,26.856,42.554,2708.1,75.859,120.42,0.30435,79.992,50.046,2637.5,24.781,49.795,3107.4,21.221,65.6,220.82,340.95,94.498,76.956,63.566,55.06,25.23,61.42,21.972,36.5,38.236,46.059,45.54,41.807,22.208,32.247,8.921,26.752,7.0198,18.343,1.6532,32.858,13.864,25.1,1.2977,18.691,2.2536,4.8412,2.1198,0.019873,0.81289,0.10196,54.1,43.863
2020-10-13 10:50 AM,-0.026895298,historic,0.21978,3660.1,4578.2,9.2076,27.015,42.133,2703.7,75.996,120.37,0.33941,79.761,49.631,2631.7,25.085,51.177,3101.2,22.482,65.498,220.33,340.49,94.716,76.647,62.054,54.696,21.499,62.109,22.208,40.149,37.014,49.258,45.061,40.379,19.27,31.843,8.8022,26.569,6.7817,18.736,1.6493,32.7,13.983,24.419,1.2197,18.336,2.2587,4.8254,2.1708,0.019873,0.81289,0.10196,54.1,43.863
2020-10-13 11:00 AM,-0.800303605,historic,0.21777,3587.6,4582,9.1831,27.003,42.189,2701.6,74.972,120.38,0.33671,79.728,51.232,2630,26.109,49.812,3098.6,22.728,65.347,219.97,340.31,94.83,77.418,63.302,54.65,21.697,61.127,22.229,40.478,41.725,46.099,44.578,40.65,18.663,31.843,8.8022,26.569,6.7817,18.736,1.6493,32.7,13.983,24.419,1.2197,18.336,2.2587,4.8254,2.1708,0.019873,0.81289,0.10196,54.1,43.863
2020-10-13 11:10 AM,-1.254446798,historic,0.25826,3711.4,4522.9,9.2396,26.67,42.239,2705.8,75.655,120.39,0.35032,80.293,49.633,2635,25.721,51.06,3103.2,22.017,65.37,218.12,339.79,94.615,77.6,63.243,54.433,25.702,60.35,21.96,42.157,37.021,48.987,44.676,40.688,20.301,31.867,8.8671,26.728,6.953,18.582,1.6069,33.32,13.753,24.381,1.2605,18.148,2.2675,4.8183,2.1862,0.024383,0.83863,0.09104,53.054,43.759
2020-10-13 11:20 AM,0.3235927538,historic,0.25864,3662.8,4521.5,9.3064,26.807,42.26,2704.5,75.086,120.44,0.35161,80.377,50.428,2631.7,23.616,52.181,3103.6,22.873,65.451,218.75,338.79,94.611,77.254,64.079,54.449,25.664,58.715,21.553,42,39.359,51.581,44.292,42.403,18.28,31.867,8.8671,26.728,6.953,18.582,1.6069,33.32,13.753,24.381,1.2605,18.148,2.2675,4.8183,2.1862,0.024383,0.83863,0.09104,53.054,43.759
2020-10-13 11:30 AM,-0.077656777,historic,0.26041,3659,4569.8,9.3428,27.1,42.214,2702.9,75.525,120.37,0.32745,80.293,50.609,2631.3,27.117,51.429,3102.3,22.576,65.432,216.16,338.87,94.614,77.059,62.657,54.27,25.716,59.798,21.848,38.84,39.893,49.84,44.196,40.895,19.002,32.262,8.8568,26.405,6.9327,19.376,1.6471,32.797,13.775,23.937,1.2431,18.889,2.2718,4.8529,2.2706,0.024383,0.83863,0.09104,53.054,43.759
2020-10-13 11:40 AM,-0.592943097,historic,0.26053,3680.6,4540.2,9.1839,26.478,42.521,2698.2,75.754,120.4,0.32246,79.981,49.326,2626.2,25.728,49.422,3100.2,23.446,65.376,215.96,338.04,94.83,76.699,62.284,54.624,25.704,61.02,21.115,39.45,36.117,45.197,43.892,41.034,16.98,32.262,8.8568,26.405,6.9327,19.376,1.6471,32.797,13.775,23.937,1.2431,18.889,2.2718,4.8529,2.2706,0.024383,0.83863,0.09104,53.054,43.759
2020-10-13 11:50 AM,-0.697962774,historic,0.22345,3677.2,4499.4,9.1924,27.232,42.19,2696,76.263,120.38,0.33118,79.89,49.593,2623.7,26.571,49.958,3094.9,23.264,65.253,217.13,338.42,94.755,77.08,62.463,53.129,22.074,62.368,21.672,38.896,36.902,46.436,43.473,40.571,17.422,32.202,8.8129,26.335,6.9535,18.675,1.662,32.375,13.797,24.181,1.4242,18.559,2.2236,4.978,2.3115,0.024383,0.83863,0.09104,53.054,43.759
2020-10-13 12:00 PM,-0.293645373,historic,0.22441,3649.1,4459.4,9.1849,27.011,42.244,2696.8,75.825,120.39,0.32824,80.158,50.621,2625,26.587,50.055,3094.9,23.124,65.227,216,338.82,94.859,77.2,62.947,53.608,21.98,61.591,21.912,39.254,39.929,46.661,43.899,40.278,17.745,32.202,8.8129,26.335,6.9535,18.675,1.662,32.375,13.797,24.181,1.4242,18.559,2.2236,4.978,2.3115,0.022969,0.83812,0.084247,53.228,43.442
2020-10-13 12:10 PM,0.4737192727,historic,0.23003,3630.5,4534.8,9.1998,26.732,42.203,2696.9,75.528,120.4,0.33149,80.409,48.653,2625.6,23.62,51.316,3095.9,22.652,65.267,217.17,337.91,94.73,77.388,63.026,54.383,22.482,60.802,21.541,39.377,34.137,49.581,43.752,41.408,18.836,31.959,8.8977,26.674,6.8767,19.33,1.6161,32.731,13.743,24.213,1.194,18.555,2.2201,4.7647,2.2914,0.022969,0.83812,0.084247,53.228,43.442
2020-10-13 12:20 PM,-0.869651702,historic,0.23107,3646,4528.4,9.1317,26.791,42.081,2695,75.1,120.38,0.32903,80.276,50.657,2622.9,25.109,51.748,3096.4,22.27,65.313,216.42,337.47,94.892,77.033,62.759,54.46,22.38,62.961,20.973,39.677,40.035,50.579,43.776,40.295,19.77,31.959,8.8977,26.674,6.8767,19.33,1.6161,32.731,13.743,24.213,1.194,18.555,2.2201,4.7647,2.2914,0.022969,0.83812,0.084247,53.228,43.442
2020-10-13 12:30 PM,1.1592066812,historic,0.25461,3670.7,4461.9,9.2424,26.838,41.958,2697,75.345,120.4,0.32292,80.483,48.931,2625.5,24.03,49.313,3095.9,22.955,65.322,215.74,337.97,94.65,77.407,62.977,53.611,24.902,61.668,21.554,38.921,34.954,44.944,43.796,40.928,18.109,31.706,8.7557,26.195,6.9779,19.124,1.6672,32.369,13.669,23.922,1.4203,19.168,2.2362,4.8829,2.3145,0.022969,0.83812,0.084247,53.228,43.442
2020-10-13 12:40 PM,-0.835169387,historic,0.25377,3670.6,4481.1,9.2663,27.079,42.258,2694.4,75.877,120.39,0.32512,80.328,49.678,2621.6,24.143,49.733,3095.1,22.856,65.354,215.34,336.68,94.843,76.851,62.978,53.382,24.985,60.267,20.849,38.653,37.152,45.917,43.787,40.186,18.387,31.706,8.7557,26.195,6.9779,19.124,1.6672,32.369,13.669,23.922,1.4203,19.168,2.2362,4.8829,2.3145,0.022969,0.83812,0.084247,53.228,43.442
2020-10-13 12:50 PM,0.829337298,historic,0.28311,3654.2,4479.7,9.2024,26.754,42.259,2693.2,74.607,120.41,0.31388,80.25,50.84,2621.1,25.981,51.192,3093.8,22.653,65.336,215.03,337.72,94.701,77.136,62.331,53.827,27.642,61.569,21.126,37.852,40.572,49.292,43.764,40.976,18.872,31.8,9.0337,26.14,7.0043,18.968,1.6802,32.461,13.899,24.16,1.3568,18.974,2.2406,4.8996,2.3498,-0.0000105,0.85091,0.10119,54.457,42.936
2020-10-13 1:00 PM,1.7730070996,historic,0.28251,3654.5,4522.3,9.3245,26.841,42.119,2693.9,75.18,120.4,0.31242,80.317,49.179,2621.8,24.587,51.373,3094.8,22.039,65.307,215.25,337.28,94.85,77.306,62.326,53.318,27.702,61.695,21.099,38.03,35.684,49.712,43.702,40.066,20.32,31.8,9.0337,26.14,7.0043,18.968,1.6802,32.461,13.899,24.16,1.3568,18.974,2.2406,4.8996,2.3498,-0.0000105,0.85091,0.10119,54.457,42.936
2020-10-13 1:10 PM,0.2552358924,historic,0.27752,3632.3,4507.6,9.2186,26.585,42.739,2695.2,74.934,120.4,0.34256,80.391,51.455,2623.2,26.053,50.324,3095,23.02,65.3,215.23,337.48,94.85,77.393,62.373,53.831,27.298,61.36,21.229,40.464,42.382,47.283,43.658,40.746,17.984,31.711,9.0325,26.238,6.8425,19.8,1.6631,32.374,13.855,23.729,1.4283,18.974,2.2462,4.7902,2.2995,-0.0000105,0.85091,0.10119,54.457,42.936
2020-10-13 1:20 PM,-1.384780728,historic,0.27798,3631.4,4503,9.2856,26.581,42.085,2695.7,75.841,120.39,0.33665,80.463,49.716,2623.5,24.273,49.835,3096,23.317,65.301,215.31,337.42,94.782,77.258,62.389,53.886,27.253,58.214,21.317,41.185,37.264,46.152,43.606,40.241,17.281,31.711,9.0325,26.238,6.8425,19.8,1.6631,32.374,13.855,23.729,1.4283,18.974,2.2462,4.7902,2.2995,-0.0000105,0.85091,0.10119,54.457,42.936
2020-10-13 1:30 PM,0.2837162069,historic,0.28966,3651.1,4421.5,9.2243,26.601,42.295,2694,75.411,120.41,0.33023,80.317,49.426,2621.6,26.521,50.027,3094.6,22.95,65.31,213.31,337.23,94.875,76.919,63.43,52.719,28.68,61.235,20.757,40.867,36.41,46.597,43.738,40.603,18.182,32.283,8.8769,25.975,6.6807,19.053,1.7052,32.319,13.892,24.345,1.3168,18.686,2.2594,4.9249,2.2848,-0.0000105,0.85091,0.10119,54.457,42.936
2020-10-13 1:40 PM,-2.115034372,historic,0.28979,3668.1,4406.4,9.2024,26.501,42.562,2694,74.988,120.42,0.33506,80.361,50.693,2621.3,24.4,50.013,3094.8,22.535,65.275,212.63,337.47,94.651,77.535,63.138,52.899,28.667,60.993,21.078,40.278,40.139,46.565,44.1,40.42,19.128,32.283,8.8769,25.975,6.6807,19.053,1.7052,32.319,13.892,24.345,1.3168,18.686,2.2594,4.9249,2.2848,0.020292,0.86535,0.11717,54.068,44.204
2020-10-13 1:50 PM,1.7178136914,historic,0.23619,3733.5,4506,9.1726,26.675,42.274,2693.3,74.917,120.42,0.34078,80.362,51.218,2620.6,25.405,49.13,3093.6,23.271,65.32,215.89,337.58,94.65,77.062,63.545,53.43,23.45,62.566,20.941,40.649,41.685,44.52,43.911,40.573,17.411,31.821,8.862,26.288,6.8005,19.777,1.681,32.411,14.05,23.975,1.1164,19.19,2.2442,4.8868,2.2527,0.020292,0.86535,0.11717,54.068,44.204
2020-10-13 2:00 PM,0.6208878403,historic,0.23692,3736.3,4440.8,9.3037,26.974,41.93,2690.8,73.589,120.4,0.34027,80.426,50.322,2619.3,24.753,48.634,3092.4,22.641,65.33,218.11,337.22,94.569,77.411,63.497,54.21,23.378,58.904,21.114,40.711,39.048,43.373,43.817,40.845,18.886,31.821,8.862,26.288,6.8005,19.777,1.681,32.411,14.05,23.975,1.1164,19.19,2.2442,4.8868,2.2527,0.020292,0.86535,0.11717,54.068,44.204
2020-10-13 2:10 PM,0.5927189111,historic,0.2835,3676.1,4421.9,9.2807,27.029,42.262,2688.9,74.963,120.4,0.35756,80.448,48.99,2616.5,25.129,48.446,3090,22.197,65.348,216.85,336.96,94.581,77.066,63.615,52.552,27.859,59.279,21.107,43.034,35.128,42.938,44.031,40.527,19.959,31.52,9.0131,26.44,6.8486,18.559,1.6299,32.492,13.825,23.729,1.2784,19.238,2.2671,4.854,2.2587,0.020292,0.86535,0.11717,54.068,44.204
2020-10-13 2:20 PM,-0.27303499,historic,0.28211,3693.6,4439.9,9.3577,27.127,42.281,2685.6,74.587,120.4,0.35611,80.217,51.052,2613.4,26.243,49.172,3086.9,23.26,65.342,217.19,337.12,94.74,76.89,63.313,52.337,27.996,61.099,21.072,43.211,41.195,44.617,44.105,40.941,17.468,31.52,9.0131,26.44,6.8486,18.559,1.6299,32.492,13.825,23.729,1.2784,19.238,2.2671,4.854,2.2587,0.020292,0.86535,0.11717,54.068,44.204
2020-10-13 2:30 PM,1.092428351,historic,0.31815,3692.4,4536.7,9.3727,26.521,41.874,2686.3,75.302,120.41,0.3344,80.258,47.937,2614.3,25.928,49.852,3088.9,23.9,65.337,219.2,337.32,94.68,77.045,62.967,54.102,31.25,60.558,20.595,40.029,32.029,46.191,44.44,40.613,15.95,31.749,8.8837,26.599,7.1131,18.867,1.6643,32.409,13.708,23.373,1.2748,19.654,2.2851,4.9085,2.2608,0.0047561,0.8873,0.073846,54.246,43.711
2020-10-13 2:40 PM,0.7044633161,historic,0.31776,3687.7,4571.6,9.3617,27.117,41.834,2690.9,75.331,120.43,0.33409,80.524,49.361,2618.8,25.883,48.567,3091.9,22.542,65.36,220.62,337.54,94.616,77.872,63.049,53.684,31.289,60.329,21.105,40.066,36.219,43.218,44.594,41.662,19.113,31.749,8.8837,26.599,7.1131,18.867,1.6643,32.409,13.708,23.373,1.2748,19.654,2.2851,4.9085,2.2608,0.0047561,0.8873,0.073846,54.246,43.711
2020-10-13 2:50 PM,-1.095612149,historic,0.30212,3615.1,4509.5,9.357,27.284,42.528,2692,74.702,120.4,0.31939,80.578,48.437,2619.5,25.32,50.007,3093.2,24.308,65.473,218.69,337.4,94.666,77.271,61.884,53.682,29.59,59.611,21.111,38.642,33.501,46.549,45.04,40.452,14.941,31.879,8.9207,26.433,7.0043,18.904,1.6966,32.27,13.761,23.41,1.097,18.674,2.3022,4.8018,2.3111,0.0047561,0.8873,0.073846,54.246,43.711
2020-10-13 3:00 PM,2.8045895395,historic,0.3031,3626.2,4506.3,9.4552,26.711,42.322,2696.2,75.189,120.37,0.31893,80.784,49.422,2625.3,24.726,50.972,3096.3,23.817,65.526,219.18,338.3,94.741,77.819,61.693,53.721,29.493,58.864,21.401,38.698,36.399,48.783,45.268,40.362,16.045,31.879,8.9207,26.433,7.0043,18.904,1.6966,32.27,13.761,23.41,1.097,18.674,2.3022,4.8018,2.3111,0.0047561,0.8873,0.073846,54.246,43.711
2020-10-13 3:10 PM,-0.191688009,historic,0.28981,3615.5,4540.7,9.2644,26.617,42.207,2695.9,74.769,120.39,0.32779,80.558,50.343,2623.6,23.672,48.465,3097.4,22.984,65.612,221.69,337.9,94.725,77.131,62.665,53.199,29.103,60.243,20.845,38.892,39.108,42.982,45.311,40.846,18.066,32.316,8.8782,26.149,6.9504,18.829,1.6854,32.599,13.854,24.075,1.3527,18.8,2.3131,4.9806,2.3239,0.0047561,0.8873,0.073846,54.246,43.711
2020-10-13 3:20 PM,1.0562793135,historic,0.29232,3634.3,4457.8,9.3496,26.98,42.698,2696.2,73.6,120.39,0.32703,80.434,50.655,2623.6,25.979,51.282,3096.7,23.967,65.615,223.23,338.52,94.719,77.324,62.341,54.192,28.856,62.509,21.488,38.984,40.026,49.502,46.082,40.71,15.717,32.316,8.8782,26.149,6.9504,18.829,1.6854,32.599,13.854,24.075,1.3527,18.8,2.3131,4.9806,2.3239,0.016895,0.88185,0.087531,54.374,43.263
2020-10-13 3:30 PM,0.6396172195,historic,0.25156,3640.7,4511.4,9.4525,26.573,42.001,2695.9,75.362,120.41,0.33821,80.349,50.978,2623.8,25.765,50.562,3096.1,22.418,65.606,225.51,338.91,94.765,77.133,62.613,53.717,24.726,60.187,21.417,40.095,40.978,47.835,46.425,41.207,19.412,32.22,8.9628,25.959,6.8312,19.052,1.6631,32.658,13.954,23.372,1.3615,19.519,2.2868,4.9721,2.3407,0.016895,0.88185,0.087531,54.374,43.263
2020-10-13 3:40 PM,0.1302671617,historic,0.25052,3646.7,4544.6,9.353,27.216,42.207,2693.6,73.885,120.37,0.33381,80.128,49.29,2621.8,25.771,51.135,3093.8,23.199,65.607,227.59,339.49,94.711,76.861,62.511,53.32,24.828,60.686,21.836,40.632,36.011,49.162,46.788,40.459,17.601,32.22,8.9628,25.959,6.8312,19.052,1.6631,32.658,13.954,23.372,1.3615,19.519,2.2868,4.9721,2.3407,0.016895,0.88185,0.087531,54.374,43.263
2020-10-13 3:50 PM,0.3222575525,historic,0.26027,3655.3,4477.9,9.4893,26.962,42.392,2695.1,74.519,120.4,0.34716,80.149,49.869,2623.4,25.825,49.741,3094.7,22.453,65.597,228.2,339.51,94.797,77.219,63.399,53.544,25.533,60.409,21.51,41.797,37.716,45.933,47.284,41.548,19.361,32.05,8.7912,26.199,6.7915,19.323,1.6679,32.811,13.804,23.737,1.2177,19.114,2.2488,4.8527,2.3428,0.016895,0.88185,0.087531,54.374,43.263
2020-10-13 4:00 PM,2.3854092836,historic,0.26098,3696.7,4513.8,9.3389,27.119,42.154,2697.7,74.603,120.42,0.34585,80.444,49.157,2626.2,24.065,51.512,3097.2,23.423,65.631,229.33,339.37,94.528,77.718,62.687,53.114,25.462,65.124,21.74,41.957,35.62,50.032,47.729,40.611,17.007,32.05,8.7912,26.199,6.7915,19.323,1.6679,32.811,13.804,23.737,1.2177,19.114,2.2488,4.8527,2.3428,0.016895,0.88185,0.087531,54.374,43.263
2020-10-13 4:10 PM,-0.272426749,historic,0.27664,3696.8,4454.3,9.4346,27.208,42.516,2699.2,73.646,120.42,0.33204,80.5,51.85,2627.1,24.877,49.646,3099.6,23.046,65.735,232.74,339.38,94.497,77.366,63.1,53.093,27.277,58.492,21.56,39.7,43.546,45.714,47.912,41.451,17.907,32.352,8.8694,25.927,6.9975,19.727,1.6892,32.692,13.653,23.65,1.3553,19.047,2.2304,4.9008,2.3417,0.018458,0.85254,0.088673,53.723,44.498
2020-10-13 4:20 PM,-0.195726938,historic,0.2803,3658.1,4465.6,9.3792,26.872,42.463,2699.9,74.525,120.42,0.33447,80.463,50.429,2627.9,24.139,49.316,3097.9,22.877,65.845,232.2,339.86,94.478,77.607,63.766,52.958,26.917,62.325,21.733,39.404,39.363,44.951,48.472,42.182,18.279,32.352,8.8694,25.927,6.9975,19.727,1.6892,32.692,13.653,23.65,1.3553,19.047,2.2304,4.9008,2.3417,0.018458,0.85254,0.088673,53.723,44.498
2020-10-13 4:30 PM,-0.147889507,historic,0.24731,3605.7,4382,9.455,27.059,42.327,2699.3,75.153,120.36,0.31648,80.492,48.825,2627.4,24.376,50.843,3097.8,23.413,65.939,234.03,340.08,94.507,77.352,62.849,52.84,24.373,61.104,21.672,37.422,34.641,48.486,48.818,41.06,17.009,32.02,8.8366,26.18,6.9099,19.203,1.6739,32.59,13.86,23.988,1.383,19.156,2.2792,4.9412,2.318,0.018458,0.85254,0.088673,53.723,44.498
2020-10-13 4:40 PM,0.7810766892,historic,0.24524,3660.5,4405.3,9.3399,26.924,42.401,2698.1,74.112,120.4,0.317,80.279,51.303,2626.5,25.09,50.189,3095.3,23.349,65.984,236.81,340.78,94.754,77.098,61.906,52.56,24.576,61.778,22.152,37.36,41.934,46.972,49.079,40.983,17.186,32.02,8.8366,26.18,6.9099,19.203,1.6739,32.59,13.86,23.988,1.383,19.156,2.2792,4.9412,2.318,0.018458,0.85254,0.088673,53.723,44.498
2020-10-13 4:50 PM,-2.233816931,historic,0.27998,3652,4402.7,9.5217,26.885,42.46,2698.7,74.11,120.39,0.33558,80.206,50.832,2627,23.015,50.36,3096.5,23.125,65.979,237.23,340.48,94.637,77.252,62.753,53.763,27.487,64.277,21.761,40.538,40.55,47.366,49.552,40.516,17.709,32.447,8.9112,25.779,6.8061,19.033,1.6922,32.998,13.912,23.413,1.2856,18.827,2.2698,4.8379,2.3169,0.018458,0.85254,0.088673,53.723,44.498
2020-10-13 5:00 PM,-1.172855766,historic,0.27916,3652.8,4483.2,9.4289,27.063,42.409,2700.3,74.563,120.42,0.33826,80.165,48.709,2628.3,25.313,49.516,3098.5,22.679,65.992,236.33,341.07,94.603,77.326,62.74,52.8,27.569,62.139,22.126,40.212,34.302,45.414,49.448,41.712,18.77,32.447,8.9112,25.779,6.8061,19.033,1.6922,32.998,13.912,23.413,1.2856,18.827,2.2698,4.8379,2.3169,0.015206,0.85918,0.10566,54.313,43.164
2020-10-13 5:10 PM,0.5688208945,historic,0.2357,3680.4,4460.4,9.5058,27.24,42.1,2701.8,74.559,120.42,0.34342,80.236,49.556,2630.7,24.149,49.88,3098.9,21.59,66.008,238.43,341.63,94.539,77.449,63.199,53.431,23.624,60.379,22.384,41.06,36.794,46.256,49.468,41.575,21.339,32.048,8.9449,26.306,6.8301,18.867,1.608,32.765,13.852,23.995,1.4357,18.925,2.2406,4.8709,2.3501,0.015206,0.85918,0.10566,54.313,43.164
2020-10-13 5:20 PM,0.4760345245,historic,0.23423,3674,4458,9.404,27.011,41.939,2702.3,74.311,120.4,0.34484,80.184,49.968,2630.9,25.77,50.423,3099.4,22.827,66.014,239.15,341.88,94.6,77.122,63.308,53.46,23.767,61.982,22.379,40.886,38.006,47.513,49.61,40.464,18.423,32.048,8.9449,26.306,6.8301,18.867,1.608,32.765,13.852,23.995,1.4357,18.925,2.2406,4.8709,2.3501,0.015206,0.85918,0.10566,54.313,43.164
2020-10-13 5:30 PM,-1.747948149,historic,0.27595,3661.3,4425.2,9.3843,26.782,42.579,2701.9,74.044,120.4,0.33638,80.091,50.945,2631.3,24.136,50.317,3099.3,23.36,65.995,239.43,341.79,94.487,77.334,63.376,54.23,27.142,61.098,21.974,40.4,40.882,47.267,49.791,41.444,17.15,32.374,8.7274,25.965,6.8707,19.048,1.7023,33.702,13.895,24.01,1.3385,19.124,2.2921,4.788,2.2971,0.015206,0.85918,0.10566,54.313,43.164
2020-10-13 5:40 PM,-2.529670713,historic,0.27799,3664.5,4483.9,9.4234,27.216,42.736,2703.3,74.726,120.42,0.33896,80.071,50.87,2631.8,26.661,50.136,3100.5,22.74,66.021,239.8,342.24,94.595,77.229,63.321,53.528,26.941,62.055,22.445,40.086,40.661,46.848,49.963,41.081,18.635,32.374,8.7274,25.965,6.8707,19.048,1.7023,33.702,13.895,24.01,1.3385,19.124,2.2921,4.788,2.2971,0.015206,0.85918,0.10566,54.313,43.164
2020-10-13 5:50 PM,1.4447588024,historic,0.24244,3668.2,4490.8,9.4069,26.93,42.465,2704.3,74.064,120.39,0.34164,80.176,50.844,2633.5,26.566,49.6,3101.7,22.812,66.038,240.31,342.57,94.453,77.62,62.931,52.972,24.19,62,22.36,40.978,40.584,45.608,50.328,40.958,18.422,32.051,8.9273,26.288,6.7334,18.363,1.6427,32.696,13.761,23.662,1.3854,18.773,2.2661,4.8419,2.2875,0.020413,0.84192,0.11717,53.642,43.834
2020-10-13 6:00 PM,1.1606906106,historic,0.24427,3666,4403.9,9.5884,26.897,42.175,2707.4,75.093,120.43,0.34092,80.376,49.937,2636.3,23.795,49.759,3104,23.524,66.111,240.44,342.76,94.593,77.891,62.969,54.013,24.011,62.232,22.397,41.067,37.916,45.977,50.607,41.67,16.687,32.051,8.9273,26.288,6.7334,18.363,1.6427,32.696,13.761,23.662,1.3854,18.773,2.2661,4.8419,2.2875,0.020413,0.84192,0.11717,53.642,43.834
2020-10-13 6:10 PM,-0.532530938,historic,0.27537,3697.9,4540.2,9.5245,26.85,42.621,2708.9,74.097,120.41,0.32719,80.334,50.981,2637.7,25.196,47.745,3106.4,23.053,66.202,243.81,342.7,94.36,77.387,63.699,54.074,27.039,60.458,22.292,39.171,40.985,41.315,50.592,41.296,17.832,32.8,8.8231,26.698,6.7182,18.772,1.6401,32.85,13.936,23.812,1.3833,18.69,2.2904,4.7678,2.3017,0.020413,0.84192,0.11717,53.642,43.834
2020-10-13 6:20 PM,0.0767947117,historic,0.27623,3715.4,4550.1,9.4547,26.968,42.47,2708.8,75.546,120.4,0.32749,80.162,50.38,2637.2,26.189,51.351,3106.4,23.098,66.219,243.41,342.76,94.348,77.523,63.399,53.955,26.954,61.998,22.435,39.134,39.219,49.66,50.915,41.652,17.715,32.8,8.8231,26.698,6.7182,18.772,1.6401,32.85,13.936,23.812,1.3833,18.69,2.2904,4.7678,2.3017,0.020413,0.84192,0.11717,53.642,43.834
2020-10-13 6:30 PM,0.3431594815,historic,0.19946,3693.1,4476.1,9.3737,26.84,42.668,2706.6,74.952,120.42,0.34978,80.038,49.611,2635.5,27.091,49.347,3103.5,23.359,66.224,243.72,342.63,94.396,77.159,64.064,53.871,19.78,61.731,22.191,41.143,36.955,45.023,51.175,42.213,17.123,32.119,8.9294,26.709,6.6938,18.771,1.6653,32.759,13.822,23.607,1.2316,18.784,2.2878,4.8897,2.3059,0.020413,0.84192,0.11717,53.642,43.834
2020-10-13 6:40 PM,-1.530689036,historic,0.20084,3716.7,4478.3,9.525,26.555,42.505,2705.7,75.362,120.39,0.34598,80.063,49.664,2635.3,24.238,49.911,3101.4,23.343,66.193,242.51,342.84,94.418,77.27,63.657,53.844,19.644,61.183,22.53,41.607,37.11,46.328,51.156,41.037,17.153,32.119,8.9294,26.709,6.6938,18.771,1.6653,32.759,13.822,23.607,1.2316,18.784,2.2878,4.8897,2.3059,-0.00020422,0.8215,0.084859,53.079,43.364
2020-10-13 6:50 PM,-1.494301888,historic,0.26213,3721.1,4473,9.5537,26.856,42.782,2705.2,74.494,120.41,0.33375,80.006,49.738,2633.3,25.604,49.547,3102.4,23.17,66.202,244.45,342.38,94.272,77.187,63.961,53.912,26.002,60.85,22.118,40.128,37.328,45.487,51.089,41.219,17.569,32.397,8.6652,26.411,6.8522,18.28,1.6131,33.022,13.654,23.544,1.2508,18.565,2.2859,4.8087,2.3085,-0.00020422,0.8215,0.084859,53.079,43.364
2020-10-13 7:00 PM,-0.324119922,historic,0.26294,3716.9,4496.8,9.3062,27.288,42.64,2704,75.218,120.43,0.33494,79.862,49.831,2633.6,26.567,50.835,3102.4,23.053,66.195,244.3,343.02,94.563,77.113,64.033,53.628,25.922,61.209,22.486,39.983,37.604,48.466,51.213,42.525,17.869,32.397,8.6652,26.411,6.8522,18.28,1.6131,33.022,13.654,23.544,1.2508,18.565,2.2859,4.8087,2.3085,-0.00020422,0.8215,0.084859,53.079,43.364
2020-10-13 7:10 PM,-0.400257275,historic,0.23474,3694.5,4564.4,9.4666,27.13,42.515,2705.9,74.339,120.4,0.31417,79.962,49.928,2636.6,26.228,50.52,3101.4,22.924,66.158,245.48,343.32,94.237,77.592,63.133,54.065,23.276,61.128,22.657,37.881,37.889,47.737,51.217,40.963,18.148,32.259,8.8339,26.31,7.1906,18.37,1.6671,33.079,13.664,23.757,1.2753,18.752,2.2642,4.8957,2.2546,-0.00020422,0.8215,0.084859,53.079,43.364
2020-10-13 7:20 PM,-0.828142054,historic,0.2347,3716.1,4554.2,9.3952,27.026,42.357,2708.9,75.053,120.41,0.31735,80.123,51.437,2637.2,25.592,51.722,3104.5,23.302,66.198,244.82,342.9,94.598,77.316,62.761,54.187,23.279,60.514,22.642,37.493,42.328,50.52,51.382,41.774,17.255,32.259,8.8339,26.31,7.1906,18.37,1.6671,33.079,13.664,23.757,1.2753,18.752,2.2642,4.8957,2.2546,-0.00020422,0.8215,0.084859,53.079,43.364
