TS,Date[TS],Month Year[TS],Batch number,BatchID,Batch time [h:min],Total batch duration,Batch index,Batch starts,Batch ends,BatchID (#),Phase,Batch-Phase,PhaseID,Phase time [h:min],Total phase duration [h:min],PhaseID (#),Aligned phase index,Phase index,Phase starts,Phase ends,Y (Final solvent concentration) [%],Selected,Quality,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Tank level [%],Differential pressure [mmHg],Dryer pressure [mmHg],Power [W],Agitator Speed [rpm],Torque [Nm],Jacket Temp SP [degC],Jacket Temp PV  [degC],abs(Jacket Temp SP-PV)  [degC],Dryer Temp SP [degC],Dryer Temp PV [degC],abs(Dryer Temp SP-PV)  [degC],Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z (Initial cake weight) [kg],Level1,Temp1,Temp2,Time4,Time1,Time2,Time3,TempSlope,T²,row_index,anomaly_score,batch_anomaly_score,Batch starts 2,Batch ends 2
2021-08-08 6:31:46 AM,2021-08-08,08-2021,Batch 10,10,1:00,1:37,61,0,0,10,Heat,Batch 10-Heat,Heat,0:33,0:40,2,2.82926829,34,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.681,-1.45,28.869,73.437,32.015,15.566,59.133,83.936,24.803,84.028,78.045,5.983,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1335,0.48341101,493.92,0,0
2021-08-08 6:32:46 AM,2021-08-08,08-2021,Batch 10,10,1:01,1:37,62,0,0,10,Heat,Batch 10-Heat,Heat,0:34,0:40,2,2.85365854,35,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.747,-1.45,32.711,70.924,32.016,13.913,59.144,83.908,24.764,84.013,79.38,4.633,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1336,0.45822505,493.92,0,0
2021-08-08 6:33:46 AM,2021-08-08,08-2021,Batch 10,10,1:02,1:37,63,0,0,10,Heat,Batch 10-Heat,Heat,0:35,0:40,2,2.87804878,36,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.826,-1.45,29.291,69.58,16.055,12.837,59.155,83.88,24.725,83.998,80.438,3.56,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1337,0.44075924,493.92,0,0
2021-08-08 6:34:46 AM,2021-08-08,08-2021,Batch 10,10,1:03,1:37,64,0,0,10,Heat,Batch 10-Heat,Heat,0:36,0:40,2,2.90243902,37,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.637,-1.45,28.084,67.259,16.023,10.467,58.953,83.852,24.899,83.87,80.905,2.965,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1338,0.50152988,493.92,0,0
2021-08-08 6:35:46 AM,2021-08-08,08-2021,Batch 10,10,1:04,1:37,65,0,0,10,Heat,Batch 10-Heat,Heat,0:37,0:40,2,2.92682927,38,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.687,-1.45,33.21,65.871,16.022,9.573,45.472,83.731,38.259,80.832,81.372,0.54,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1339,0.48133407,493.92,0,0
2021-08-08 6:36:46 AM,2021-08-08,08-2021,Batch 10,10,1:05,1:37,66,0,0,10,Heat,Batch 10-Heat,Heat,0:38,0:40,2,2.95121951,39,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.737,-1.45,31.283,67.244,16.021,9.957,84.349,68.816,15.533,74.297,81.539,7.242,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1340,0.46223304,493.92,0,0
2021-08-08 6:37:46 AM,2021-08-08,08-2021,Batch 10,10,1:06,1:37,67,0,0,10,Heat,Batch 10-Heat,Heat,0:39,0:40,2,2.97560976,40,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.791,-1.45,27.352,66.12,16.021,10.186,42.521,73.253,30.732,65.004,81.679,16.675,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1341,0.44526889,493.92,0,0
2021-08-08 6:38:46 AM,2021-08-08,08-2021,Batch 10,10,1:07,1:37,68,0,0,10,Heat,Batch 10-Heat,Heat,0:40,0:40,2,3,41,0,1,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,33.492,-1.45,34.425,65.641,16.02,9.884,78.127,52.233,25.894,55.209,81.776,26.567,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1342,0.54162862,493.92,0,0
2021-08-08 6:39:46 AM,2021-08-08,08-2021,Batch 10,10,1:08,1:37,69,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:00,0:29,3,3.03333333,1,1,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,35.769,-1.45,572.382,62.3,8.168,6.234,0,17.687,17.687,50.811,81.698,30.887,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1343,0.89473338,493.92,0,0
2021-08-08 6:40:46 AM,2021-08-08,08-2021,Batch 10,10,1:09,1:37,70,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:01,0:29,3,3.06666667,2,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.828,-1.45,795.113,60.654,8.068,5.524,0,17.507,17.507,50.811,81.28,30.469,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1344,0.60173601,493.92,0,0
2021-08-08 6:41:46 AM,2021-08-08,08-2021,Batch 10,10,1:10,1:37,71,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:02,0:29,3,3.1,3,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.886,-1.45,795.005,60.612,8.064,5.367,0,17.3,17.3,50.811,80.412,29.601,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1345,0.5936391,493.92,0,0
2021-08-08 6:42:46 AM,2021-08-08,08-2021,Batch 10,10,1:11,1:37,72,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:03,0:29,3,3.13333333,4,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.738,-1.45,794.896,60.57,8.06,5.795,0,17.137,17.137,50.811,79.066,28.255,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1346,0.59196528,493.92,0,0
2021-08-08 6:43:46 AM,2021-08-08,08-2021,Batch 10,10,1:12,1:37,73,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:04,0:29,3,3.16666667,5,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.523,-1.45,794.788,60.528,8.056,5.163,0,17.005,17.005,50.811,77.195,26.384,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1347,0.59160225,493.92,0,0
2021-08-08 6:44:46 AM,2021-08-08,08-2021,Batch 10,10,1:13,1:37,74,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:05,0:29,3,3.2,6,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.584,-1.45,794.679,60.485,8.052,5.469,0,16.867,16.867,50.811,74.65,23.839,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1348,0.58396211,493.92,0,0
2021-08-08 6:45:46 AM,2021-08-08,08-2021,Batch 10,10,1:14,1:37,75,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:06,0:29,3,3.23333333,7,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.359,-1.45,794.571,60.443,8.048,5.42,0,16.729,16.729,50.811,72.183,21.372,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1349,0.66786656,493.92,0,0
2021-08-08 6:46:46 AM,2021-08-08,08-2021,Batch 10,10,1:15,1:37,76,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:07,0:29,3,3.26666667,8,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.419,-1.45,794.462,60.401,8.044,5.129,0,16.64,16.64,50.811,69.912,19.101,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1350,0.63643002,493.92,0,0
2021-08-08 6:47:46 AM,2021-08-08,08-2021,Batch 10,10,1:16,1:37,77,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:08,0:29,3,3.3,9,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.484,-1.45,794.354,60.359,8.04,4.685,0,16.626,16.626,50.811,67.994,17.183,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1351,0.59918446,493.92,0,0
2021-08-08 6:48:46 AM,2021-08-08,08-2021,Batch 10,10,1:17,1:37,78,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:09,0:29,3,3.33333333,10,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.372,-1.45,794.245,60.328,8.036,5.177,0,16.611,16.611,50.811,66.374,15.563,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1352,0.66098487,493.92,0,0
2021-08-08 6:49:46 AM,2021-08-08,08-2021,Batch 10,10,1:18,1:37,79,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:10,0:29,3,3.36666667,11,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.413,-1.45,794.137,60.362,8.032,4.646,0,16.638,16.638,50.811,64.745,13.934,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1353,0.63927461,493.92,0,0
2021-08-08 6:50:46 AM,2021-08-08,08-2021,Batch 10,10,1:19,1:37,80,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:11,0:29,3,3.4,12,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.43,-1.45,794.028,60.395,8.027,4.599,0,16.786,16.786,50.811,63.026,12.215,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1354,0.63158899,493.92,0,0
2021-08-08 6:51:46 AM,2021-08-08,08-2021,Batch 10,10,1:20,1:37,81,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:12,0:29,3,3.43333333,13,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.46,-1.45,793.92,60.429,8.023,4.782,0,16.934,16.934,50.811,61.398,10.587,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1355,0.61592922,493.92,0,0
2021-08-08 6:52:46 AM,2021-08-08,08-2021,Batch 10,10,1:21,1:37,82,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:13,0:29,3,3.46666667,14,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.365,-1.45,793.812,60.462,8.019,4.552,0,17.072,17.072,50.811,59.911,9.1,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1356,0.66469129,493.92,0,0
2021-08-08 6:53:46 AM,2021-08-08,08-2021,Batch 10,10,1:22,1:37,83,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:14,0:29,3,3.5,15,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.705,-1.45,793.703,60.496,8.015,4.473,0,15.959,15.959,50.811,58.602,7.791,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1357,0.58801142,493.92,0,0
2021-08-08 6:54:46 AM,2021-08-08,08-2021,Batch 10,10,1:23,1:37,84,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:15,0:29,3,3.53333333,16,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.395,-1.45,793.595,60.529,8.011,4.527,0,13.794,13.794,50.811,57.295,6.484,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1358,0.64861793,493.92,0,0
2021-08-08 6:55:46 AM,2021-08-08,08-2021,Batch 10,10,1:24,1:37,85,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:16,0:29,3,3.56666667,17,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,793.486,60.562,8.007,4.551,0,12.143,12.143,50.811,56.108,5.297,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1359,0.59148587,493.92,0,0
2021-08-08 6:56:46 AM,2021-08-08,08-2021,Batch 10,10,1:25,1:37,86,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:17,0:29,3,3.6,18,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,793.378,60.596,8.003,4.185,0,11.264,11.264,50.811,54.92,4.109,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1360,0.59148587,493.92,0,0
2021-08-08 6:57:46 AM,2021-08-08,08-2021,Batch 10,10,1:26,1:37,87,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:18,0:29,3,3.63333333,19,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.963,62.651,47.574,5.191,0,10.734,10.734,50.811,56.609,5.798,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1361,0.59148587,493.92,0,0
2021-08-08 6:58:46 AM,2021-08-08,08-2021,Batch 10,10,1:27,1:37,88,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:19,0:29,3,3.66666667,20,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.783,61.883,47.966,4.701,0,10.416,10.416,50.811,56.182,5.371,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1362,0.59148587,493.92,0,0
2021-08-08 6:59:46 AM,2021-08-08,08-2021,Batch 10,10,1:28,1:37,89,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:20,0:29,3,3.7,21,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.602,61.764,47.991,4.539,0,10.325,10.325,50.811,54.495,3.684,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1363,0.59148587,493.92,0,0
2021-08-08 7:00:46 AM,2021-08-08,08-2021,Batch 10,10,1:29,1:37,90,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:21,0:29,3,3.73333333,22,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.422,61.644,47.992,4.48,0,10.47,10.47,50.811,52.332,1.521,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1364,0.59148587,493.92,0,0
2021-08-08 7:01:46 AM,2021-08-08,08-2021,Batch 10,10,1:30,1:37,91,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:22,0:29,3,3.76666667,23,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.057,61.473,47.992,3.93,0,10.88,10.88,50.811,50.086,0.725,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1365,0.59148587,493.92,0,0
2021-08-08 7:02:46 AM,2021-08-08,08-2021,Batch 10,10,1:31,1:37,92,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:23,0:29,3,3.8,24,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.676,61.293,47.993,3.743,0,11.387,11.387,50.811,47.548,3.263,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1366,0.59148587,493.92,0,0
2021-08-08 7:03:46 AM,2021-08-08,08-2021,Batch 10,10,1:32,1:37,93,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:24,0:29,3,3.83333333,25,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.892,61.095,47.993,3.038,0,11.986,11.986,50.811,44.659,6.152,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1367,0.59148587,493.92,0,0
2021-08-08 7:04:46 AM,2021-08-08,08-2021,Batch 10,10,1:33,1:37,94,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:25,0:29,3,3.86666667,26,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,794.343,60.891,47.994,3,0,12.619,12.619,50.811,41.021,9.79,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1368,0.59148587,493.92,0,0
2021-08-08 7:05:46 AM,2021-08-08,08-2021,Batch 10,10,1:34,1:37,95,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:26,0:29,3,3.9,27,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,793.228,60.731,47.994,2.184,0,13.379,13.379,50.811,37.542,13.269,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1369,0.59148587,493.92,0,0
2021-08-08 7:06:46 AM,2021-08-08,08-2021,Batch 10,10,1:35,1:37,96,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:27,0:29,3,3.93333333,28,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,755.844,60.657,47.995,2.217,0,14.025,14.025,50.811,34.363,16.448,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1370,0.59148587,493.92,0,0
2021-08-08 7:07:46 AM,2021-08-08,08-2021,Batch 10,10,1:36,1:37,97,0,0,10,Cooldown,Batch 10-Cooldown,Cooldown,0:28,0:29,3,3.96666667,29,0,0,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,754.62,60.583,47.995,1.861,0,14.58,14.58,50.811,31.575,19.236,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1371,0.59148587,493.92,0,0
2021-08-08 7:08:46 AM,2021-08-08,08-2021,Batch 10,10,1:37,1:37,98,0,1,10,Cooldown,Batch 10-Cooldown,Cooldown,0:29,0:29,3,4,30,0,1,5.04,0,On-spec,91.18,,0,0.34,0,99.35,0,0,0.28,23,0.09,36.497,-1.45,779.245,0.656,-0.254,-0.056,22.078,15.037,7.041,20,29.807,9.807,0.34,13.24,2.62,1.85,1.3,0.55,0.2,0.79,5.75,2.68,85.76,4918.184082,30.634,25.545,81.776,44,73,43,30,1.307697674,1.5851002002,1372,0.59148587,493.92,0,1
2021-08-08 7:09:46 AM,2021-08-08,08-2021,Batch 11,11,0:00,1:40,1,1,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:00,0:33,1,1.02941176,1,1,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,0,-1.45,32.739,145.575,8.018,45.026,99.971,48.368,51.603,82.191,11.53,70.661,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1373,0.05855935,503.99,1,0
2021-08-08 7:10:46 AM,2021-08-08,08-2021,Batch 11,11,0:01,1:40,2,0,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:01,0:33,1,1.05882353,2,0,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,0.039,-1.45,33.67,143.112,8.017,43.055,99.948,64.973,34.975,86.23,12.936,73.294,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1374,0.14305893,503.99,0,0
2021-08-08 7:11:46 AM,2021-08-08,08-2021,Batch 11,11,0:02,1:40,3,0,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:02,0:33,1,1.08823529,3,0,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,0.115,-1.45,35.964,138.789,8.017,40.6,99.925,80.297,19.628,84.588,16.238,68.35,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1375,0.31668612,503.99,0,0
2021-08-08 7:12:46 AM,2021-08-08,08-2021,Batch 11,11,0:03,1:40,4,0,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:03,0:33,1,1.11764706,4,0,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,0.637,-1.45,37.191,134.921,8.017,40.804,73.89,87.382,13.492,85.577,19.546,66.031,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1376,0.63656799,503.99,0,0
2021-08-08 7:13:46 AM,2021-08-08,08-2021,Batch 11,11,0:04,1:40,5,0,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:04,0:33,1,1.14705882,5,0,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,1.255,-1.45,38.417,135.777,8.017,46.861,57.665,84.073,26.408,84.707,21.337,63.37,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1377,0.75556876,503.99,0,0
2021-08-08 7:14:46 AM,2021-08-08,08-2021,Batch 11,11,0:05,1:40,6,0,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:05,0:33,1,1.17647059,6,0,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,2.316,-1.45,39.643,134.637,8.016,41.264,67.596,82.723,15.127,84.142,22.511,61.631,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1378,0.75069907,503.99,0,0
2021-08-08 7:15:46 AM,2021-08-08,08-2021,Batch 11,11,0:06,1:40,7,0,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:06,0:33,1,1.20588235,7,0,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,3.633,-1.45,40.869,134.483,8.016,43.899,74.603,83.866,9.263,86.113,23.359,62.754,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1379,0.98615417,503.99,0,0
2021-08-08 7:16:46 AM,2021-08-08,08-2021,Batch 11,11,0:07,1:40,8,0,0,11,Deagglomerate,Batch 11-Deagglomerate,Deagglomerate,0:07,0:33,1,1.23529412,8,0,0,4.99,0,On-spec,92.07,,0,0.27,0,99.15,0,0.04,0.31,26,0.04,5.217,-1.45,42.096,131.553,8.016,39.984,70.013,84.399,14.386,85.728,24.161,61.567,0.42,13.44,2.7,2.43,1.38,0.61,0.18,0.91,4.86,0.19,83.77,6082.005371,45.742,27.273,83.083,38,68,35,33,1.594571429,0.4934271092,1380,1.02454706,503.99,0,0
